TIME_PERIOD#es;TIME_PERIOD_CODE;SEXO#es;SEXO_CODE;ACCIDENTE_GRAVEDAD#es;ACCIDENTE_GRAVEDAD_CODE;TIPO_TRABAJO#es;TIPO_TRABAJO_CODE;TRABAJO_HABITUAL#es;TRABAJO_HABITUAL_CODE;OBS_VALUE;CONFIDENCIALIDAD_OBSERVACION#es;NOTAS_OBSERVACION#es;ESTADO_OBSERVACION#es
2007;2007;Mujeres;F;Total;_T;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Sí;SI;535;;;
2007;2007;Hombres;M;Total;_T;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Sí;SI;1158;;;
2007;2007;Total;_T;Total;_T;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Sí;SI;1693;;;
2008;2008;Mujeres;F;Total;_T;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Sí;SI;574;;;
2008;2008;Hombres;M;Total;_T;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Sí;SI;1204;;;
2008;2008;Total;_T;Total;_T;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Sí;SI;1778;;;
2009;2009;Mujeres;F;Total;_T;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Sí;SI;435;;;
2009;2009;Hombres;M;Total;_T;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Sí;SI;1180;;;
2009;2009;Total;_T;Total;_T;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Sí;SI;1615;;;
2010;2010;Mujeres;F;Total;_T;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Sí;SI;396;;;
2010;2010;Hombres;M;Total;_T;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Sí;SI;1073;;;
2010;2010;Total;_T;Total;_T;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Sí;SI;1469;;;
2011;2011;Mujeres;F;Total;_T;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Sí;SI;499;;;
2011;2011;Hombres;M;Total;_T;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Sí;SI;1128;;;
2011;2011;Total;_T;Total;_T;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Sí;SI;1627;;;
2012;2012;Mujeres;F;Total;_T;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Sí;SI;213;;;
2012;2012;Hombres;M;Total;_T;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Sí;SI;877;;;
2012;2012;Total;_T;Total;_T;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Sí;SI;1090;;;
2013;2013;Mujeres;F;Total;_T;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Sí;SI;218;;;
2013;2013;Hombres;M;Total;_T;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Sí;SI;962;;;
2013;2013;Total;_T;Total;_T;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Sí;SI;1180;;;
2014;2014;Mujeres;F;Total;_T;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Sí;SI;208;;;
2014;2014;Hombres;M;Total;_T;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Sí;SI;970;;;
2014;2014;Total;_T;Total;_T;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Sí;SI;1178;;;
2015;2015;Mujeres;F;Total;_T;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Sí;SI;264;;;
2015;2015;Hombres;M;Total;_T;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Sí;SI;1059;;;
2015;2015;Total;_T;Total;_T;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Sí;SI;1323;;;
2016;2016;Mujeres;F;Total;_T;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Sí;SI;265;;;
2016;2016;Hombres;M;Total;_T;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Sí;SI;1026;;;
2016;2016;Total;_T;Total;_T;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Sí;SI;1291;;;
2017;2017;Mujeres;F;Total;_T;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Sí;SI;249;;;
2017;2017;Hombres;M;Total;_T;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Sí;SI;1051;;;
2017;2017;Total;_T;Total;_T;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Sí;SI;1300;;;
2018;2018;Mujeres;F;Total;_T;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Sí;SI;242;;;
2018;2018;Hombres;M;Total;_T;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Sí;SI;1007;;;
2018;2018;Total;_T;Total;_T;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Sí;SI;1249;;;
2019;2019;Mujeres;F;Total;_T;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Sí;SI;235;;;
2019;2019;Hombres;M;Total;_T;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Sí;SI;1046;;;
2019;2019;Total;_T;Total;_T;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Sí;SI;1281;;;
2020;2020;Mujeres;F;Total;_T;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Sí;SI;199;;;
2020;2020;Hombres;M;Total;_T;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Sí;SI;859;;;
2020;2020;Total;_T;Total;_T;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Sí;SI;1058;;;
2021;2021;Mujeres;F;Total;_T;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Sí;SI;213;;;
2021;2021;Hombres;M;Total;_T;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Sí;SI;900;;;
2021;2021;Total;_T;Total;_T;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Sí;SI;1113;;;
2022;2022;Mujeres;F;Total;_T;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Sí;SI;249;;;
2022;2022;Hombres;M;Total;_T;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Sí;SI;972;;;
2022;2022;Total;_T;Total;_T;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Sí;SI;1221;;;
2003;2003;Mujeres;F;Total;_T;Circulación, actividades deportivas y artísticas;6;Sí;SI;648;;;
2003;2003;Hombres;M;Total;_T;Circulación, actividades deportivas y artísticas;6;Sí;SI;1970;;;
2003;2003;Total;_T;Total;_T;Circulación, actividades deportivas y artísticas;6;Sí;SI;2618;;;
2004;2004;Mujeres;F;Total;_T;Circulación, actividades deportivas y artísticas;6;Sí;SI;482;;;
2004;2004;Hombres;M;Total;_T;Circulación, actividades deportivas y artísticas;6;Sí;SI;1912;;;
2004;2004;Total;_T;Total;_T;Circulación, actividades deportivas y artísticas;6;Sí;SI;2394;;;
2005;2005;Mujeres;F;Total;_T;Circulación, actividades deportivas y artísticas;6;Sí;SI;628;;;
2005;2005;Hombres;M;Total;_T;Circulación, actividades deportivas y artísticas;6;Sí;SI;2289;;;
2005;2005;Total;_T;Total;_T;Circulación, actividades deportivas y artísticas;6;Sí;SI;2917;;;
2006;2006;Mujeres;F;Total;_T;Circulación, actividades deportivas y artísticas;6;Sí;SI;709;;;
2006;2006;Hombres;M;Total;_T;Circulación, actividades deportivas y artísticas;6;Sí;SI;2314;;;
2006;2006;Total;_T;Total;_T;Circulación, actividades deportivas y artísticas;6;Sí;SI;3023;;;
2007;2007;Mujeres;F;Total;_T;Circulación, actividades deportivas y artísticas;6;Sí;SI;740;;;
2007;2007;Hombres;M;Total;_T;Circulación, actividades deportivas y artísticas;6;Sí;SI;2399;;;
2007;2007;Total;_T;Total;_T;Circulación, actividades deportivas y artísticas;6;Sí;SI;3139;;;
2008;2008;Mujeres;F;Total;_T;Circulación, actividades deportivas y artísticas;6;Sí;SI;698;;;
2008;2008;Hombres;M;Total;_T;Circulación, actividades deportivas y artísticas;6;Sí;SI;2178;;;
2008;2008;Total;_T;Total;_T;Circulación, actividades deportivas y artísticas;6;Sí;SI;2876;;;
2009;2009;Mujeres;F;Total;_T;Circulación, actividades deportivas y artísticas;6;Sí;SI;649;;;
2009;2009;Hombres;M;Total;_T;Circulación, actividades deportivas y artísticas;6;Sí;SI;1834;;;
2009;2009;Total;_T;Total;_T;Circulación, actividades deportivas y artísticas;6;Sí;SI;2483;;;
2010;2010;Mujeres;F;Total;_T;Circulación, actividades deportivas y artísticas;6;Sí;SI;572;;;
2010;2010;Hombres;M;Total;_T;Circulación, actividades deportivas y artísticas;6;Sí;SI;1684;;;
2010;2010;Total;_T;Total;_T;Circulación, actividades deportivas y artísticas;6;Sí;SI;2256;;;
2011;2011;Mujeres;F;Total;_T;Circulación, actividades deportivas y artísticas;6;Sí;SI;626;;;
2011;2011;Hombres;M;Total;_T;Circulación, actividades deportivas y artísticas;6;Sí;SI;1708;;;
2011;2011;Total;_T;Total;_T;Circulación, actividades deportivas y artísticas;6;Sí;SI;2334;;;
2012;2012;Mujeres;F;Total;_T;Circulación, actividades deportivas y artísticas;6;Sí;SI;594;;;
2012;2012;Hombres;M;Total;_T;Circulación, actividades deportivas y artísticas;6;Sí;SI;1481;;;
2012;2012;Total;_T;Total;_T;Circulación, actividades deportivas y artísticas;6;Sí;SI;2075;;;
2013;2013;Mujeres;F;Total;_T;Circulación, actividades deportivas y artísticas;6;Sí;SI;583;;;
2013;2013;Hombres;M;Total;_T;Circulación, actividades deportivas y artísticas;6;Sí;SI;1356;;;
2013;2013;Total;_T;Total;_T;Circulación, actividades deportivas y artísticas;6;Sí;SI;1939;;;
2014;2014;Mujeres;F;Total;_T;Circulación, actividades deportivas y artísticas;6;Sí;SI;665;;;
2014;2014;Hombres;M;Total;_T;Circulación, actividades deportivas y artísticas;6;Sí;SI;1452;;;
2014;2014;Total;_T;Total;_T;Circulación, actividades deportivas y artísticas;6;Sí;SI;2117;;;
2015;2015;Mujeres;F;Total;_T;Circulación, actividades deportivas y artísticas;6;Sí;SI;677;;;
2015;2015;Hombres;M;Total;_T;Circulación, actividades deportivas y artísticas;6;Sí;SI;1447;;;
2015;2015;Total;_T;Total;_T;Circulación, actividades deportivas y artísticas;6;Sí;SI;2124;;;
2016;2016;Mujeres;F;Total;_T;Circulación, actividades deportivas y artísticas;6;Sí;SI;681;;;
2016;2016;Hombres;M;Total;_T;Circulación, actividades deportivas y artísticas;6;Sí;SI;1663;;;
2016;2016;Total;_T;Total;_T;Circulación, actividades deportivas y artísticas;6;Sí;SI;2344;;;
2017;2017;Mujeres;F;Total;_T;Circulación, actividades deportivas y artísticas;6;Sí;SI;680;;;
2017;2017;Hombres;M;Total;_T;Circulación, actividades deportivas y artísticas;6;Sí;SI;1629;;;
2017;2017;Total;_T;Total;_T;Circulación, actividades deportivas y artísticas;6;Sí;SI;2309;;;
2018;2018;Mujeres;F;Total;_T;Circulación, actividades deportivas y artísticas;6;Sí;SI;850;;;
2018;2018;Hombres;M;Total;_T;Circulación, actividades deportivas y artísticas;6;Sí;SI;1691;;;
2018;2018;Total;_T;Total;_T;Circulación, actividades deportivas y artísticas;6;Sí;SI;2541;;;
2019;2019;Mujeres;F;Total;_T;Circulación, actividades deportivas y artísticas;6;Sí;SI;701;;;
2019;2019;Hombres;M;Total;_T;Circulación, actividades deportivas y artísticas;6;Sí;SI;1683;;;
2019;2019;Total;_T;Total;_T;Circulación, actividades deportivas y artísticas;6;Sí;SI;2384;;;
2020;2020;Mujeres;F;Total;_T;Circulación, actividades deportivas y artísticas;6;Sí;SI;449;;;
2020;2020;Hombres;M;Total;_T;Circulación, actividades deportivas y artísticas;6;Sí;SI;1136;;;
2020;2020;Total;_T;Total;_T;Circulación, actividades deportivas y artísticas;6;Sí;SI;1585;;;
2021;2021;Mujeres;F;Total;_T;Circulación, actividades deportivas y artísticas;6;Sí;SI;559;;;
2021;2021;Hombres;M;Total;_T;Circulación, actividades deportivas y artísticas;6;Sí;SI;1335;;;
2021;2021;Total;_T;Total;_T;Circulación, actividades deportivas y artísticas;6;Sí;SI;1894;;;
2022;2022;Mujeres;F;Total;_T;Circulación, actividades deportivas y artísticas;6;Sí;SI;802;;;
2022;2022;Hombres;M;Total;_T;Circulación, actividades deportivas y artísticas;6;Sí;SI;1745;;;
2022;2022;Total;_T;Total;_T;Circulación, actividades deportivas y artísticas;6;Sí;SI;2547;;;
2003;2003;Mujeres;F;Total;_T;Ninguna información;0;Sí;SI;213;;;
2003;2003;Hombres;M;Total;_T;Ninguna información;0;Sí;SI;514;;;
2003;2003;Total;_T;Total;_T;Ninguna información;0;Sí;SI;727;;;
2004;2004;Mujeres;F;Total;_T;Ninguna información;0;Sí;SI;61;;;
2004;2004;Hombres;M;Total;_T;Ninguna información;0;Sí;SI;140;;;
2004;2004;Total;_T;Total;_T;Ninguna información;0;Sí;SI;201;;;
2005;2005;Mujeres;F;Total;_T;Ninguna información;0;Sí;SI;30;;;
2005;2005;Hombres;M;Total;_T;Ninguna información;0;Sí;SI;51;;;
2005;2005;Total;_T;Total;_T;Ninguna información;0;Sí;SI;81;;;
2006;2006;Mujeres;F;Total;_T;Ninguna información;0;Sí;SI;27;;;
2006;2006;Hombres;M;Total;_T;Ninguna información;0;Sí;SI;54;;;
2006;2006;Total;_T;Total;_T;Ninguna información;0;Sí;SI;81;;;
2007;2007;Mujeres;F;Total;_T;Ninguna información;0;Sí;SI;37;;;
2007;2007;Hombres;M;Total;_T;Ninguna información;0;Sí;SI;80;;;
2007;2007;Total;_T;Total;_T;Ninguna información;0;Sí;SI;117;;;
2008;2008;Mujeres;F;Total;_T;Ninguna información;0;Sí;SI;31;;;
2008;2008;Hombres;M;Total;_T;Ninguna información;0;Sí;SI;58;;;
2008;2008;Total;_T;Total;_T;Ninguna información;0;Sí;SI;89;;;
2009;2009;Mujeres;F;Total;_T;Ninguna información;0;Sí;SI;7;;;
2009;2009;Hombres;M;Total;_T;Ninguna información;0;Sí;SI;14;;;
2009;2009;Total;_T;Total;_T;Ninguna información;0;Sí;SI;21;;;
2010;2010;Mujeres;F;Total;_T;Ninguna información;0;Sí;SI;12;;;
2010;2010;Hombres;M;Total;_T;Ninguna información;0;Sí;SI;21;;;
2010;2010;Total;_T;Total;_T;Ninguna información;0;Sí;SI;33;;;
2011;2011;Mujeres;F;Total;_T;Ninguna información;0;Sí;SI;7;;;
2011;2011;Hombres;M;Total;_T;Ninguna información;0;Sí;SI;15;;;
2011;2011;Total;_T;Total;_T;Ninguna información;0;Sí;SI;22;;;
2012;2012;Mujeres;F;Total;_T;Ninguna información;0;Sí;SI;5;;;
2012;2012;Hombres;M;Total;_T;Ninguna información;0;Sí;SI;10;;;
2012;2012;Total;_T;Total;_T;Ninguna información;0;Sí;SI;15;;;
2013;2013;Mujeres;F;Total;_T;Ninguna información;0;Sí;SI;6;;;
2013;2013;Hombres;M;Total;_T;Ninguna información;0;Sí;SI;10;;;
2013;2013;Total;_T;Total;_T;Ninguna información;0;Sí;SI;16;;;
2014;2014;Mujeres;F;Total;_T;Ninguna información;0;Sí;SI;10;;;
2014;2014;Hombres;M;Total;_T;Ninguna información;0;Sí;SI;14;;;
2014;2014;Total;_T;Total;_T;Ninguna información;0;Sí;SI;24;;;
2015;2015;Mujeres;F;Total;_T;Ninguna información;0;Sí;SI;5;;;
2015;2015;Hombres;M;Total;_T;Ninguna información;0;Sí;SI;15;;;
2015;2015;Total;_T;Total;_T;Ninguna información;0;Sí;SI;20;;;
2016;2016;Mujeres;F;Total;_T;Ninguna información;0;Sí;SI;5;;;
2016;2016;Hombres;M;Total;_T;Ninguna información;0;Sí;SI;4;;;
2016;2016;Total;_T;Total;_T;Ninguna información;0;Sí;SI;9;;;
2017;2017;Mujeres;F;Total;_T;Ninguna información;0;Sí;SI;3;;;
2017;2017;Hombres;M;Total;_T;Ninguna información;0;Sí;SI;9;;;
2017;2017;Total;_T;Total;_T;Ninguna información;0;Sí;SI;12;;;
2018;2018;Mujeres;F;Total;_T;Ninguna información;0;Sí;SI;0;;;
2018;2018;Hombres;M;Total;_T;Ninguna información;0;Sí;SI;8;;;
2018;2018;Total;_T;Total;_T;Ninguna información;0;Sí;SI;8;;;
2019;2019;Mujeres;F;Total;_T;Ninguna información;0;Sí;SI;6;;;
2019;2019;Hombres;M;Total;_T;Ninguna información;0;Sí;SI;12;;;
2019;2019;Total;_T;Total;_T;Ninguna información;0;Sí;SI;18;;;
2020;2020;Mujeres;F;Total;_T;Ninguna información;0;Sí;SI;4;;;
2020;2020;Hombres;M;Total;_T;Ninguna información;0;Sí;SI;9;;;
2020;2020;Total;_T;Total;_T;Ninguna información;0;Sí;SI;13;;;
2021;2021;Mujeres;F;Total;_T;Ninguna información;0;Sí;SI;8;;;
2021;2021;Hombres;M;Total;_T;Ninguna información;0;Sí;SI;10;;;
2021;2021;Total;_T;Total;_T;Ninguna información;0;Sí;SI;18;;;
2022;2022;Mujeres;F;Total;_T;Ninguna información;0;Sí;SI;4;;;
2022;2022;Hombres;M;Total;_T;Ninguna información;0;Sí;SI;12;;;
2022;2022;Total;_T;Total;_T;Ninguna información;0;Sí;SI;16;;;
2003;2003;Mujeres;F;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Sí;SI;2888;;;
2003;2003;Hombres;M;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Sí;SI;6796;;;
2003;2003;Total;_T;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Sí;SI;9684;;;
2004;2004;Mujeres;F;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Sí;SI;2537;;;
2004;2004;Hombres;M;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Sí;SI;6373;;;
2004;2004;Total;_T;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Sí;SI;8910;;;
2005;2005;Mujeres;F;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Sí;SI;2393;;;
2005;2005;Hombres;M;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Sí;SI;6405;;;
2005;2005;Total;_T;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Sí;SI;8798;;;
2006;2006;Mujeres;F;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Sí;SI;2379;;;
2006;2006;Hombres;M;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Sí;SI;6303;;;
2006;2006;Total;_T;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Sí;SI;8682;;;
2007;2007;Mujeres;F;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Sí;SI;2855;;;
2007;2007;Hombres;M;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Sí;SI;6699;;;
2007;2007;Total;_T;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Sí;SI;9554;;;
2008;2008;Mujeres;F;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Sí;SI;2945;;;
2008;2008;Hombres;M;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Sí;SI;6547;;;
2008;2008;Total;_T;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Sí;SI;9492;;;
2009;2009;Mujeres;F;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Sí;SI;2505;;;
2009;2009;Hombres;M;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Sí;SI;5231;;;
2009;2009;Total;_T;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Sí;SI;7736;;;
2010;2010;Mujeres;F;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Sí;SI;2260;;;
2010;2010;Hombres;M;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Sí;SI;4907;;;
2010;2010;Total;_T;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Sí;SI;7167;;;
2011;2011;Mujeres;F;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Sí;SI;2367;;;
2011;2011;Hombres;M;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Sí;SI;4797;;;
2011;2011;Total;_T;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Sí;SI;7164;;;
2012;2012;Mujeres;F;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Sí;SI;1920;;;
2012;2012;Hombres;M;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Sí;SI;3844;;;
2012;2012;Total;_T;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Sí;SI;5764;;;
2013;2013;Mujeres;F;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Sí;SI;2023;;;
2013;2013;Hombres;M;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Sí;SI;3667;;;
2013;2013;Total;_T;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Sí;SI;5690;;;
2014;2014;Mujeres;F;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Sí;SI;2072;;;
2014;2014;Hombres;M;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Sí;SI;3871;;;
2014;2014;Total;_T;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Sí;SI;5943;;;
2015;2015;Mujeres;F;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Sí;SI;2031;;;
2015;2015;Hombres;M;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Sí;SI;4154;;;
2015;2015;Total;_T;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Sí;SI;6185;;;
2016;2016;Mujeres;F;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Sí;SI;2198;;;
2016;2016;Hombres;M;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Sí;SI;4181;;;
2016;2016;Total;_T;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Sí;SI;6379;;;
2017;2017;Mujeres;F;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Sí;SI;2258;;;
2017;2017;Hombres;M;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Sí;SI;4397;;;
2017;2017;Total;_T;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Sí;SI;6655;;;
2018;2018;Mujeres;F;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Sí;SI;2129;;;
2018;2018;Hombres;M;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Sí;SI;4469;;;
2018;2018;Total;_T;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Sí;SI;6598;;;
2019;2019;Mujeres;F;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Sí;SI;1983;;;
2019;2019;Hombres;M;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Sí;SI;4186;;;
2019;2019;Total;_T;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Sí;SI;6169;;;
2020;2020;Mujeres;F;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Sí;SI;1079;;;
2020;2020;Hombres;M;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Sí;SI;2999;;;
2020;2020;Total;_T;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Sí;SI;4078;;;
